Topic,SourceWord,Lang1,Lang2,Word1,Word2,WordSimilarity,mean,std,z_score,OutlierType
plants,axil,de,PT-PT,aksˈiːl,ˌɐksˈilɐ,0.833,0.289,0.255,2.137,Positive
plants,bamboo,de,PT-PT,bˈambʊs,bɐ̃mbˈu,0.833,0.289,0.255,2.137,Positive
plants,corolla,de,PT-PT,koːrˈɔlɑː,kˌuɾˈɔlɐ,0.833,0.289,0.255,2.137,Positive
weather,ozone,nl,PT-PT,oːzˈɔn,ˌɔzˈonʊ,0.800,0.273,0.247,2.137,Positive
weather,calm,nl,PT-PT,kˈɑlm,kˈɑlmɐ,0.800,0.273,0.247,2.137,Positive
occupations,falconer,en,el,fˈælkənɚ,(en)fˈalkənə(el),0.857,0.298,0.262,2.137,Positive
shopping,label,es,fr,ˌetikˈeta,etikˈɛt,0.857,0.367,0.230,2.137,Positive
fruits,persimmon,it,fr,kˈakɪ,kakˈi,1.000,0.430,0.267,2.137,Positive
shapes,nonagon,en,el,nˌɑːnˈæɡɑːn,(en)nˌɒnˈaɡɒn(el),1.000,0.439,0.263,2.137,Positive
shapes,torus,en,el,tˈɔːɹəs,(en)tˈɔːɹəs(el),1.000,0.439,0.263,2.137,Positive
shapes,dot,en,el,dˈɑːt,(en)dˈɒt(el),1.000,0.439,0.263,2.137,Positive
shapes,ray,en,el,ɹˈeɪ,(en)ɹˈeɪ(el),1.000,0.439,0.263,2.137,Positive
shapes,hexaflexagon,en,el,hˈɛksɐflˌɛksæɡən,(en)hˈɛksɐflˌɛksaɡən(el),1.000,0.439,0.263,2.137,Positive
family,juvenile,da,NB,ˈɒŋ,ˈʉŋdɔmmˌeːlɪ,0.111,0.586,0.222,-2.137,Negative
family,foster mother,da,NB,plˈ?ɑjəmʔoɐ̯,fˈʊstarmˌuːr,0.111,0.586,0.222,-2.137,Negative
emotions,sardonic,cs,it,sˈardonˌitskiː,sardˈɔniko,0.727,0.243,0.227,2.137,Positive
emotions,adoration,cs,it,ˈadorˌatse,adoratsiˈone,0.727,0.243,0.227,2.137,Positive
emotions,introverted,cs,it,ˈintrovˌertɲiː,introvˈɛrso,0.727,0.243,0.227,2.137,Positive
body,carpal,de,it,kˈaɾpɑːl,karpˈale,0.857,0.278,0.271,2.137,Positive
body,artery,de,it,aɾtˈeːrɪə,artˈɛria,0.857,0.278,0.271,2.137,Positive
body,scapula,de,it,skˈɑpuːlˌɑː,skˈapola,0.857,0.278,0.271,2.137,Positive
body,molar,de,it,moːlˈɑːrən,molˈare,0.857,0.278,0.271,2.137,Positive
clothes,camouflage,nl,PT-PT,kˌaːmuflˈaːʒə,kɐmuflˈaʒeɪŋ,0.818,0.254,0.264,2.137,Positive
shoes,mukluks,pl,hu,muklˈuki,mˈuklukʃ,0.857,0.275,0.272,2.137,Positive
cooking,flip,da,hu,flˈʔep,flˈip,0.750,0.220,0.248,2.136,Positive
cooking,hash,da,hu,hˈaʃ,hˈɑʃh,0.750,0.220,0.248,2.136,Positive
cooking,cream,da,hu,kʁˈεm,krˈeːm,0.750,0.220,0.248,2.136,Positive
cooking,snip,da,hu,snˈʔep,ʃnˈip,0.750,0.220,0.248,2.136,Positive
driving,hash,da,hu,hˈaʃ,hˈɑʃh,0.750,0.220,0.248,2.136,Positive
driving,cream,da,hu,kʁˈεm,krˈeːm,0.750,0.220,0.248,2.136,Positive
driving,julienne,da,hu,jˈʔulʔiˌεnə,jˈuliɛnnɛ,0.750,0.220,0.248,2.136,Positive
driving,snip,da,hu,snˈʔep,ʃnˈip,0.750,0.220,0.248,2.136,Positive
cooking,julienne,da,hu,jˈʔulʔiˌεnə,jˈuliɛnnɛ,0.750,0.220,0.248,2.136,Positive
driving,flip,da,hu,flˈʔep,flˈip,0.750,0.220,0.248,2.136,Positive
furniture,console,cs,hu,kˈonzole,kˈonzol,0.857,0.290,0.265,2.136,Positive
furniture,vitrine,cs,hu,vˈitriːna,vˈitrin,0.857,0.290,0.265,2.136,Positive
furniture,display cabinet,cs,hu,vˈitriːna,vˈitrin,0.857,0.290,0.265,2.136,Positive
medical terms,pediatrician,pl,el,pɛdjˈatra,peðˈiatrˌos,0.667,0.218,0.210,2.136,Positive
house,dormer,PT-PT,ro,mˌɐ̃ŋsˈaɾədɐ,mansˈardə,0.778,0.286,0.230,2.136,Positive
house,baluster,PT-PT,ro,bˌɐlɐˈuʃtɹɨ,balˈustru,0.778,0.286,0.230,2.136,Positive
restaurant,restaurant,nl,ro,rˌɛstʌʊrˈɑnt,restˌauɾˈant,1.000,0.366,0.297,2.136,Positive
restaurant,cola,nl,ro,kˈoːlaː,kˈola,1.000,0.366,0.297,2.136,Positive
restaurant,bartender,nl,ro,bˈɑrmɑn,bˈarman,1.000,0.366,0.297,2.136,Positive
restaurant,pop,nl,ro,pˈɔp,pˈop,1.000,0.366,0.297,2.136,Positive
restaurant,toast,nl,ro,tˈoːɑst,tˈɔast,1.000,0.366,0.297,2.136,Positive
restaurant,dessert,nl,ro,dˈɛsɛrt,desˈert,1.000,0.366,0.297,2.136,Positive
restaurant,cream,nl,ro,krˈɛmə,krˈemə,1.000,0.366,0.297,2.136,Positive
restaurant,zester,nl,ro,zˈɛstər,zestˈer,1.000,0.366,0.297,2.136,Positive
restaurant,bon apptit,nl,ro,bˈɔn ˈɑptɪt,bˈon aptˈit,1.000,0.366,0.297,2.136,Positive
restaurant,bistro,nl,ro,bˈɪstroː,bˈistro,1.000,0.366,0.297,2.136,Positive
restaurant,espresso,nl,ro,ɛsprˈɛsoː,esprˈeso,1.000,0.366,0.297,2.136,Positive
restaurant,server,nl,ro,sˈɛrvər,sˈerver,1.000,0.366,0.297,2.136,Positive
occupations,model,en,pl,mˈɑːdəl,mˈɔdɛl,0.800,0.301,0.234,2.136,Positive
clothes,cravat,en,cs,kɹˈævæt,krˈavata,0.857,0.291,0.265,2.136,Positive
clothes,dashiki,en,cs,dˈæʃɪki,dˈashiki,0.857,0.291,0.265,2.136,Positive
clothes,singlet,en,cs,sˈɪŋɡlɪt,sˈiŋɡlet,0.857,0.291,0.265,2.136,Positive
business,tariff,cs,hu,tˈarif,tˈɑrifɑ,0.833,0.245,0.275,2.136,Positive
school,quiz,fr,el,kˈiz,kuˈiz,0.750,0.266,0.226,2.136,Positive
school,glue,fr,el,kˈɔl,kˈola,0.750,0.266,0.226,2.136,Positive
school,eraser,fr,el,ɡˈɔm,ɣˈoma,0.750,0.266,0.226,2.136,Positive
school,quiz,nl,da,kvˈɪs,kʋˈis,1.000,0.405,0.279,2.136,Positive
school,library,nl,da,bˌɪbliɔtˈeːk,bˌʔiblʔiotˈek,1.000,0.405,0.279,2.136,Positive
school,paste,nl,da,pˈɑstaː,pˈasta,1.000,0.405,0.279,2.136,Positive
school,atlas,nl,da,ˈɑtlɑs,ˈatlas,1.000,0.405,0.279,2.136,Positive
school,laptop,nl,da,(en)lˈaptɒp(nl),(en)lˈaptɒp(da),1.000,0.405,0.279,2.136,Positive
family,heritage,PT-PT,ro,pˌɐtɹimˈɔnjʊ,pˌatrimˈoniʊ,0.900,0.338,0.263,2.135,Positive
cooking,filter,cs,es,fˈiltr̩,fˈiltɾo,0.833,0.270,0.264,2.135,Positive
driving,filter,cs,es,fˈiltr̩,fˈiltɾo,0.833,0.270,0.264,2.135,Positive
transportations,tractor,fr,NB,tʁaktˈœʁ,trˈɑktuːr,0.857,0.281,0.270,2.135,Positive
transportations,minibus,fr,NB,minibˈys,mˈiːniːbˌʉs,0.857,0.281,0.270,2.135,Positive
desserts,tart,es,pl,tˈaɾta,tˈarta,1.000,0.397,0.282,2.135,Positive
desserts,ladyfingers,es,pl,lˌaðifiŋxˈeɾs,lˌadɨfˈiŋɡɛrs,1.000,0.397,0.282,2.135,Positive
desserts,popover,es,pl,pˌopoβˈeɾ,pɔpˈɔvɛr,1.000,0.397,0.282,2.135,Positive
desserts,baklava,es,pl,baklˈaβa,baklˈava,1.000,0.397,0.282,2.135,Positive
desserts,smores,es,pl,smˈoɾes,smˈɔrɛs,1.000,0.397,0.282,2.135,Positive
desserts,strudel,es,pl,stɾuðˈel,strˈudɛl,1.000,0.397,0.282,2.135,Positive
desserts,spumoni,es,pl,spumˈoni,spumˈɔɲi,1.000,0.397,0.282,2.135,Positive
desserts,parfait,es,pl,paɾfˈaɪt,parfˈait,1.000,0.397,0.282,2.135,Positive
desserts,flan,es,pl,flˈan,flˈan,1.000,0.397,0.282,2.135,Positive
desserts,soda,es,pl,sˈoða,sˈɔda,1.000,0.397,0.282,2.135,Positive
desserts,bombe,es,pl,bˈomba,bˈɔmba,1.000,0.397,0.282,2.135,Positive
desserts,gelatin,es,da,xˌelatˈina,ɡˌʔelatˈinə,0.875,0.317,0.261,2.135,Positive
desserts,ambrosia,es,da,ˌambɾosˈia,ˈɑmbɐ̯osˌʔia,0.875,0.317,0.261,2.135,Positive
desserts,baklava,es,da,baklˈaβa,bˈ?ɑklaʋˌa,0.875,0.317,0.261,2.135,Positive
medical terms,laparoscope,da,hu,lˈ?ɑpɑʁˌoskʔʌp,lˈɑpɑroskoːp,0.818,0.253,0.265,2.135,Positive
animals,orthacanthus,en,it,ˈɔːɹθɐkˌænθəs,ortakˈantʊs,0.900,0.350,0.258,2.135,Positive
plants,rachis,el,NB,raçˈis,rˈɑʃiːs,0.800,0.273,0.247,2.135,Positive
body,torso,en,hu,tˈɔːɹsoʊ,tˈørʒ,0.667,0.204,0.217,2.135,Positive
body,mandible,en,hu,mˈændᵻbəl,mˈɑndibulɑ,0.667,0.204,0.217,2.135,Positive
body,neck,en,hu,nˈɛk,ɲˈɑk,0.667,0.204,0.217,2.135,Positive
body,thorax,es,el,tˈoɾaks,θˈorakˌas,0.857,0.280,0.270,2.135,Positive
shoes,zoris,fr,el,zoʁˈi,(en)zˈɔːɹɪs(el),0.800,0.322,0.224,2.135,Positive
shoes,espadrilles,fr,el,ɛspadʁˈij,ˌespadrˈijes,0.800,0.322,0.224,2.135,Positive
business,vicepresident,de,cs,fˌiːtsɛpɾˌɛːziːdˈɛnt,vˈitseprˌezident,0.929,0.299,0.295,2.135,Positive
food,teriyaki,en,pl,tˌɛɹɪjˈæki,tɛrjjˈaki,0.875,0.309,0.265,2.135,Positive
occupations,librettist,en,de,lɪbɹˈɛɾɪst,lˌɪbɾɛtˈɪst,0.889,0.349,0.253,2.135,Positive
school,test,it,da,tˈɛst,tˈεst,0.750,0.267,0.226,2.135,Positive
family,brotherinlaw,de,pl,ʃvˈɑːɡɜ,ʃfˈaɡʲɛr,0.667,0.227,0.206,2.135,Positive
family,senior,de,pl,zˈeːnɪˌoːɾ,sˈɛɲʲɔr,0.667,0.227,0.206,2.135,Positive
personal qualities,energetic,ro,el,enˈerdʒik,ˌenerjˌitikˈo,0.600,0.208,0.184,2.135,Positive
personal qualities,venal,ro,el,venˈal,(en)vˈiːnəl(el),0.600,0.208,0.184,2.135,Positive
desserts,toffee,hu,el,kˈɑrɑmɛllɑ,kˌaramˈela,0.889,0.327,0.263,2.134,Positive
medical terms,culture,ro,hu,kultˈuɾə,kˈultuːrɑ,0.857,0.264,0.278,2.134,Positive
medical terms,clinic,ro,hu,klinˈikə,klˈinikɑ,0.857,0.264,0.278,2.134,Positive
medical terms,therapy,ro,hu,tˌeɾapˈie,tˈɛraːpiɑ,0.857,0.264,0.278,2.134,Positive
shoes,valenki,it,es,valˈɛŋkɪ,balˈɛŋki,0.857,0.387,0.220,2.134,Positive
transportations,engine,de,PT-PT,mˈoːtoːɾ,mutˈoɹ,0.800,0.255,0.255,2.134,Positive
transportations,motor,de,PT-PT,mˈoːtoːɾ,mutˈoɹ,0.800,0.255,0.255,2.134,Positive
transportations,tank,de,PT-PT,tˈaŋk,tˈɐ̃ŋkɨ,0.800,0.255,0.255,2.134,Positive
transportations,uboat,de,PT-PT,ˌuːboːˈɑːt,ˌubuˈat,0.800,0.255,0.255,2.134,Positive
transportations,skiff,de,PT-PT,skˈɪf,ʃkˈifɨ,0.800,0.255,0.255,2.134,Positive
transportations,jetliner,es,hu,xˌetlinˈeɾ,jˈɛtlinɛr,0.875,0.288,0.275,2.134,Positive
transportations,bulldozer,es,hu,bˌuʎðoθˈeɾ,bˈuldoːzɛr,0.875,0.288,0.275,2.134,Positive
transportations,lowrider,es,hu,lˌowɾiðˈeɾ,lˈovridɛr,0.875,0.288,0.275,2.134,Positive
transportations,roadster,es,hu,rˌoaðstˈeɾ,rˈoɑtʃtɛr,0.875,0.288,0.275,2.134,Positive
weather,gustnado,en,pl,ɡʌstnˈɑːdoʊ,ɡustnˈadɔ,0.778,0.268,0.239,2.134,Positive
weather,landspout,en,pl,lˈændspaʊt,lantspˈɔut,0.778,0.268,0.239,2.134,Positive
weather,cirriform,en,pl,sˈɜːɹɪfˌɔːɹm,tsirˈifɔrm,0.778,0.268,0.239,2.134,Positive
shoes,mukluks,nl,PT-PT,mˈɵklɵks,muklˈukʃ,0.714,0.245,0.220,2.134,Positive
personal qualities,intolerant,nl,ro,ˈɪntˌoːlɪːrˌɑnt,ˌintoleɾˈant,0.900,0.298,0.282,2.134,Positive
personal qualities,ostentatious,nl,ro,ˌɔstəntaːtˈif,ˌostentatˈiv,0.900,0.298,0.282,2.134,Positive
furniture,hutch,en,da,hˈʌtʃ,hˈʔutʃ,0.750,0.287,0.217,2.134,Positive
plants,monocot,de,it,mˌoːnoːkˌoːtyːleːdˈoːnən,monokotiledˈone,0.933,0.323,0.286,2.134,Positive
school,experiment,ro,pl,ˌekspeɾimˈent,ˌɛkspɛrˈɨmɛnt,1.000,0.367,0.297,2.134,Positive
school,test,ro,pl,tˈest,tˈɛst,1.000,0.367,0.297,2.134,Positive
school,laptop,ro,pl,laptˈop,lˈaptɔp,1.000,0.367,0.297,2.134,Positive
school,compass,ro,pl,kompˈas,kˈɔmpas,1.000,0.367,0.297,2.134,Positive
school,project,ro,pl,projˈekt,prˈɔjɛkt,1.000,0.367,0.297,2.134,Positive
school,atlas,ro,pl,atlˈas,ˈatlas,1.000,0.367,0.297,2.134,Positive
school,calculator,ro,pl,kˌalkulatˈor,kˌalkulˈatɔr,1.000,0.367,0.297,2.134,Positive
shopping,wish list,pl,el,lˈista ʒˈɨtʃɛɲ,lˈista ˌepiθˌimiˈon,0.600,0.209,0.183,2.134,Positive
occupations,cartographer,cs,fr,kˈartoɡraf,kaʁtɔɡʁˈaf,1.000,0.351,0.304,2.134,Positive
occupations,senator,cs,fr,sˈenaːtor,senatˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,navigator,cs,fr,nˈaviɡˌaːtor,naviɡatˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,dictator,cs,fr,dˈiktaːtor,diktatˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,professor,cs,fr,prˈofesor,pʁofɛsˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,philosopher,cs,fr,fˈilozof,filozˈɔf,1.000,0.351,0.304,2.134,Positive
occupations,editor,cs,fr,ˈeditor,editˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,samurai,cs,fr,sˈamuraj,samuʁˈaj,1.000,0.351,0.304,2.134,Positive
occupations,photographer,cs,fr,fˈotoɡraf,fotoɡʁˈaf,1.000,0.351,0.304,2.134,Positive
occupations,sheriff,cs,fr,ʃˈerif,ʃeʁˈif,1.000,0.351,0.304,2.134,Positive
occupations,calligrapher,cs,fr,kˈaliɡraf,kaliɡʁˈaf,1.000,0.351,0.304,2.134,Positive
occupations,detective,cs,fr,dˈetektiv,detɛktˈiv,1.000,0.351,0.304,2.134,Positive
occupations,pilot,cs,fr,pˈilot,pilˈɔt,1.000,0.351,0.304,2.134,Positive
occupations,animator,cs,fr,ˈanimˌaːtor,animatˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,operator,cs,fr,ˈoperˌaːtor,opeʁatˈœʁ,1.000,0.351,0.304,2.134,Positive
occupations,astronomer,cs,fr,ˈastronom,astʁonˈom,1.000,0.351,0.304,2.134,Positive
occupations,cryptographer,cs,fr,krˈiptoɡraf,kʁiptɔɡʁˈaf,1.000,0.351,0.304,2.134,Positive
occupations,model,cs,fr,mˈodel,modˈɛl,1.000,0.351,0.304,2.134,Positive
transportations,conveyance,nl,PT-PT,trˌɑnspˈɔrt,tɹˌɐ̃ŋspˈɔɾətɨ,0.818,0.273,0.256,2.133,Positive
school,atlas,es,ro,ˈatlas,atlˈas,1.000,0.387,0.288,2.133,Positive
school,teacher,es,ro,pɾˌofesˈoɾ,profˈesor,1.000,0.387,0.288,2.133,Positive
shoes,zoris,ro,da,zoɾˈis,sˈoʁʔis,0.800,0.246,0.260,2.133,Positive
weather,noreaster,pl,NB,nˌɔrɛˈastɛr,nˈuːreːˌɑstər,0.889,0.306,0.273,2.133,Positive
weather,atmosphere,pl,NB,ˌatmɔsfˈɛra,ˈɑtmɔsfˌaːra,0.889,0.306,0.273,2.133,Positive
emotions,hysteria,cs,ro,hˈisterˌije,ˌisteɾjˈe,0.778,0.245,0.250,2.133,Positive
emotions,aggressive,cs,ro,ˈaɡresˌivɲiː,ˌaɡresˈiv,0.778,0.245,0.250,2.133,Positive
emotions,earnest,cs,el,ˈearnest,(en)ˈɜːnɪst(el),0.571,0.204,0.172,2.133,Positive
medical terms,therapy,PT-PT,pl,tˌeɾɐpˈiɐ,tɛrˈapja,0.857,0.291,0.265,2.133,Positive
medical terms,biopsy,PT-PT,pl,bˌiˈɔpsjɐ,bjˈɔpsja,0.857,0.291,0.265,2.133,Positive
medical terms,culture,PT-PT,pl,kˌuwtˈuɾɐ,kultˈura,0.857,0.291,0.265,2.133,Positive
medical terms,skeleton,PT-PT,pl,ʃkˌelˈetʊ,ʃkʲˈɛlɛt,0.857,0.291,0.265,2.133,Positive
plants,reniform,pl,el,rɛɲˈifɔrm,(en)ɹɪnˈɪfɔːm(el),0.750,0.233,0.242,2.133,Positive
personal qualities,indiscreet,PT-PT,da,ˌiŋdiʃkɹˈɛtʊ,ˌʔendʔisɡʁˈɛt,0.700,0.232,0.220,2.133,Positive
sports,badminton,PT-PT,el,bˌɐdmiŋtˈoŋ,(en)bˈadmɪntən(el),0.889,0.320,0.267,2.133,Positive
personal qualities,tolerant,pl,hu,tˌɔlɛrantsˈɨjnɨ,tˈolɛraːnʃ,0.615,0.201,0.194,2.133,Positive
personal qualities,incompetent,pl,hu,ɲʲˌɛkɔmpɛtˈɛntnɨ,ˈinkompɛtɛnʃ,0.615,0.201,0.194,2.133,Positive
house,baluster,en,es,bˈælʌstɚ,balˈaʊstɾe,0.667,0.219,0.210,2.133,Positive
house,mantle,en,es,mˈæntəl,mˈanto,0.667,0.219,0.210,2.133,Positive
house,soffit,en,es,sˈɑːfɪt,sofˈito,0.667,0.219,0.210,2.133,Positive
house,column,es,da,kolˈumna,kʔolˈʔʌnə,0.571,0.194,0.177,2.133,Positive
personal qualities,dramatic,nl,cs,draːmˈaːtis,drˈamatˌitskiː,0.727,0.241,0.228,2.133,Positive
personal qualities,analytical,nl,cs,ˌaːnaːlˈitis,ˈanalˌititskeː,0.727,0.241,0.228,2.133,Positive
personal qualities,egotistical,nl,cs,ˌeːɣoːˈɪstis,ˈeɡoˌistitskiː,0.727,0.241,0.228,2.133,Positive
music,sixteenth note,ro,fr,ʃˌaɪsprezˈetʃea nˈotə,dˈubl kʁˈɔʃ,0.056,0.635,0.272,-2.133,Negative
transportations,tank,en,PT-PT,tˈæŋk,tˈɐ̃ŋkɨ,0.800,0.295,0.237,2.133,Positive
transportations,skiff,en,PT-PT,skˈɪf,ʃkˈifɨ,0.800,0.295,0.237,2.133,Positive
transportations,sedan,en,PT-PT,sᵻdˈæn,sɨdˈɐ̃ŋ,0.800,0.295,0.237,2.133,Positive
transportations,vespa,en,PT-PT,vˈɛspə,vˈeʃpɐ,0.800,0.295,0.237,2.133,Positive
transportations,schooner,en,PT-PT,skˈuːnɚ,ʃkˈunɐ,0.800,0.295,0.237,2.133,Positive
plants,photosynthesis,da,pl,fˈʔotʔosˌʔyntʔesə,fˌɔtɔsɨntˈɛza,0.818,0.246,0.268,2.133,Positive
animals,nabarlek,en,PT-PT,nˈæbɑːɹlˌɛk,nˌɐbɐɾəlˈek,0.889,0.345,0.255,2.133,Positive
animals,ichthyornis,en,PT-PT,ˈɪkθɪˌɔːɹniz,(en)ˈɪkθɪˌɔːniz(pt-pt),0.889,0.345,0.255,2.133,Positive
animals,basilisk,en,PT-PT,bˈæzɪlˌɪsk,bˌɐzilˈiʃkʊ,0.889,0.345,0.255,2.133,Positive
animals,flamingo,en,PT-PT,flɐmˈɪŋɡoʊ,flɐmˈiŋɡʊ,0.889,0.345,0.255,2.133,Positive
occupations,saxophonist,PT-PT,NB,sˌɐksufunˈiʃtɐ,sˈɑksuːfˌuːnɪst,0.917,0.364,0.259,2.132,Positive
family,pop,nl,el,pˈɔp,(en)pˈɒp(el),0.667,0.202,0.218,2.132,Positive
school,calculator,PT-PT,NB,kˌɑlkulɐdˈoɾɐ,kˈɑlkʉːlˌatuːr,0.727,0.253,0.222,2.132,Positive
personal qualities,gentle,ro,da,blˈɨnd,blˈʔið,0.800,0.255,0.256,2.132,Positive
personal qualities,passive,ro,da,pasˈiv,pˈasʔiw,0.800,0.255,0.256,2.132,Positive
personal qualities,interesting,ro,da,ˌinteɾesˈant,ˌʔentʁɜsˈant,0.800,0.255,0.256,2.132,Positive
personal qualities,analytical,ro,da,ˌanalˈititʃˌe,ˌanalˈytʔisɡ,0.800,0.255,0.256,2.132,Positive
family,clan,fr,pl,klˈɑ̃,klˈan,0.750,0.236,0.241,2.132,Positive
family,kith,fr,pl,(en)kˈɪθ(fr),kˈitx,0.750,0.236,0.241,2.132,Positive
family,relations,fr,pl,ʁəlasjˈɔ̃,rɛlˈatsjɛ,0.750,0.236,0.241,2.132,Positive
emotions,aggressive,pl,hu,ˌaɡrɛsˈɨvnɨ,ˈɑɡrɛssiːv,0.667,0.204,0.217,2.132,Positive
emotions,assertive,pl,hu,ˌasɛrtˈɨvnɨ,ˈɑssɛrtiːv,0.667,0.204,0.217,2.132,Positive
emotions,sarcastic,pl,hu,sˌarkastˈɨtʃnɨ,sˈɑrkɑstikuʃ,0.667,0.204,0.217,2.132,Positive
furniture,bergere,fr,NB,bɛʁʒˈɛʁ,bərɡˈeːra,0.714,0.240,0.223,2.132,Positive
weather,cumulus,PT-PT,NB,kˈũmulʊ,kˈʉːmʉːlˌʉːs,0.857,0.283,0.270,2.132,Positive
weather,stratus,PT-PT,NB,ʃtɹˈatʊ,strˈatʉːs,0.857,0.283,0.270,2.132,Positive
personal qualities,sentimental,en,da,sˌɛntɪmˈɛntəl,sˌεntimˈεntˈal,0.727,0.269,0.215,2.132,Positive
house,dormer,en,hu,dˈɔːɹmɚ,dˈormɛr,0.667,0.203,0.217,2.131,Positive
house,mop,en,hu,mˈɑːp,mˈop,0.667,0.203,0.217,2.131,Positive
house,shingle,en,hu,ʃˈɪŋɡəl,ʒˈindɛj,0.667,0.203,0.217,2.131,Positive
shoes,mukluks,es,da,muklˈuks,mˈɔklɒks,0.714,0.248,0.219,2.131,Positive
shoes,mary janes,de,ro,mˈɑriː jˈɑːnəs,mˈari ʒanˈes,0.900,0.298,0.283,2.131,Positive
shoes,espadrilles,de,ro,ˈɛspadɾˌɪləs,ˌespadrˈile,0.900,0.298,0.283,2.131,Positive
driving,fricassee,en,es,fɹˈɪkɐsˌeɪ,fɾˌikasˈe,0.875,0.309,0.266,2.131,Positive
cooking,fricassee,en,es,fɹˈɪkɐsˌeɪ,fɾˌikasˈe,0.875,0.309,0.266,2.131,Positive
desserts,bombe,de,hu,bˈɔmbə,bˈombɛ,1.000,0.375,0.293,2.131,Positive
desserts,parfait,de,hu,pˈaɾfaɪt,pˈɑrfɑit,1.000,0.375,0.293,2.131,Positive
desserts,gelato,de,hu,ɡəlˈɑːtoː,ɡˈɛlɑto,1.000,0.375,0.293,2.131,Positive
desserts,baklava,de,hu,bˈaklavˌɑː,bˈɑklɑvɑ,1.000,0.375,0.293,2.131,Positive
desserts,spumoni,de,hu,ʃpˈuːmoːnˌiː,ʃpˈumoni,1.000,0.375,0.293,2.131,Positive
desserts,praline,de,hu,pɾalˈiːnə,prˈɑlineː,1.000,0.375,0.293,2.131,Positive
desserts,nougat,de,hu,nuːɡˈɑːt,nˈuɡaːt,1.000,0.375,0.293,2.131,Positive
house,lamp,nl,ro,lˈɑmp,lˈampə,0.800,0.254,0.256,2.131,Positive
house,lanai,nl,ro,lˈaːnɑj,lanˈaɪ,0.800,0.254,0.256,2.131,Positive
house,library,nl,ro,bˌɪbliɔtˈeːk,bˌibljotˈekə,0.800,0.254,0.256,2.131,Positive
medical terms,vitamins,nl,it,vˈitaːmˌinən,vitamˈine,0.889,0.319,0.267,2.131,Positive
plants,style,ro,NB,stˈil,stˈiːl,1.000,0.339,0.310,2.131,Positive
plants,bamboo,ro,NB,bˈambus,bˈɑmbʉːs,1.000,0.339,0.310,2.131,Positive
plants,pulse,ro,NB,pˈuls,pˈʉls,1.000,0.339,0.310,2.131,Positive
plants,pistil,ro,NB,pistˈil,pˈɪstiːl,1.000,0.339,0.310,2.131,Positive
plants,hybrid,ro,NB,hibrˈid,hˈybriːd,1.000,0.339,0.310,2.131,Positive
plants,lamina,ro,NB,lamˈina,lˈamiːnˌɑ,1.000,0.339,0.310,2.131,Positive
plants,cactus,ro,NB,kˈaktus,kˈɑktʉːs,1.000,0.339,0.310,2.131,Positive
plants,nectar,ro,NB,nektˈar,nˈɛktar,1.000,0.339,0.310,2.131,Positive
plants,meristem,ro,NB,mˌeɾistˈem,mˈeːrɪstəm,1.000,0.339,0.310,2.131,Positive
plants,reniform,ro,NB,renifˈorm,rˈeːniːfˌɔrm,1.000,0.339,0.310,2.131,Positive
plants,axil,ro,NB,aksˈil,ˈɑksiːl,1.000,0.339,0.310,2.131,Positive
plants,sepal,ro,NB,sepˈal,sˈeːpal,1.000,0.339,0.310,2.131,Positive
plants,bulbel,ro,NB,bulbˈel,bˈʉlbəl,1.000,0.339,0.310,2.131,Positive
personal qualities,normal,cs,hu,nˈormaːlɲiː,nˈormaːl,0.750,0.237,0.241,2.131,Positive
personal qualities,civil,cs,hu,tsˈivilɲiː,tsˈivil,0.750,0.237,0.241,2.131,Positive
personal qualities,stable,cs,hu,stˈabilɲiː,ʃtˈɑbil,0.750,0.237,0.241,2.131,Positive
personal qualities,numb,cs,hu,nˈump,nˈumb,0.750,0.237,0.241,2.131,Positive
personal qualities,intelligent,cs,hu,ˈintelˌiɡentɲiː,ˈintɛliɡɛnʃ,0.750,0.237,0.241,2.131,Positive
desserts,doughnut,da,NB,dˈʔonʔut,smˈʉltrɪŋ,0.125,0.572,0.210,-2.130,Negative
desserts,pastry,da,NB,ʋˈinʔʌbɐ̯ˌʔœð,bˈɑkvark,0.125,0.572,0.210,-2.130,Negative
cooking,flambe,ro,NB,flˈambe,flˈɑmba,0.833,0.266,0.266,2.130,Positive
driving,flambe,ro,NB,flˈambe,flˈɑmba,0.833,0.266,0.266,2.130,Positive
shoes,valenki,en,es,vˈeɪləŋki,balˈɛŋki,0.625,0.226,0.187,2.130,Positive
business,agenda,cs,NB,ˈaɡenda,ˈaɡənnˌɑ,0.833,0.264,0.267,2.130,Positive
business,tariff,cs,NB,tˈarif,tˈarɪff,0.833,0.264,0.267,2.130,Positive
business,import,cs,NB,ˈimport,ˈɪmpʊrt,0.833,0.264,0.267,2.130,Positive
emotions,extroverted,fr,hu,ɛkstʁavɛʁtˈi,ˈɛkstrovɛrtaːlt,0.692,0.200,0.231,2.130,Positive
school,math,it,fr,matemˈatika,matematˈik,0.900,0.380,0.244,2.130,Positive
school,mathematics,it,fr,matemˈatika,matematˈik,0.900,0.380,0.244,2.130,Positive
