topic,source_word,en,de,nl,cs,it,es,PT-PT,ro,da,fr,pl,hu,el,NB
plants,reniform,ɹᵻnˈɪfɔːɹm,rˈeːniːfˌɔɾm,rˈeːnifˌɔrm,rˈeɲiform,renifˈorme,rˌenifˈoɾme,ʁˌenifˈɔɾəmɨ,renifˈorm,ʁˈεnʔifˌɒɒm,ʁenifˈɔʁm,rɛɲˈifɔrm,rˈɛniform,(en)ɹɪnˈɪfɔːm(el),rˈeːniːfˌɔrm
plants,resin,ɹˈɛzɪn,hˈaɾts,hˈɑrs,prˈiskir̝ˌitse,rˈɛzina,resˈina,ʁˌezˈinɐ,rəʃˈinə,hˈɑpʔeks,ʁezˈin,ʒɨvˈitsa,ɟˈɑntɑ,ritˈini,hˈɑrpɪks
plants,reticulate,ɹɛtˈɪkjʊlˌeɪt,nˈɛtsaɾtˌɪç,nˌeːtɛldrˈaːdən,rˈetikˌulaːrɲiː,retikolˈare,rˌetikulˈaðo,ʁˌetikulˈaɹ,retˌikulˈat,nˈʔetfʌːməð,ʁetikylˈe,ɕatˈɛtʃka,hˈaːloːʃ,ðˌiktiotˈo,nˈɛtːfɔrmət
plants,rings,ɹˈɪŋz,rˈɪŋə,rˈɪŋən,krˈoʊʃki,anˈɛllɪ,anˈiʎos,ɐnˈɛɪʃ,inˈele,ʁˈʔeŋə,anˈo,pʲɛrɕtɕˈɛɲʲɛ,ɟˈyːryːk,ðˌaxtilˈiðja,rˈɪŋər
plants,root,ɹˈuːt,vˈʊɐtsəl,ʋˈɔrtəl,rˈoot,radˈitʃe,raˈiθ,ʁɐˈiʃ,rˌədətʃˈinə,ʁˈʔoð,ʁasˈin,kˈɔʒɛɲ,ɟˈøkeːr,rˈiza,rˈuːt
plants,root cap,ɹˈuːt kˈæp,vˈʊɐtsəlkˌapə,ʋˈɔrtɛldˌɔp,kˈor̝enˌoviː ˈuzaːvjer,tˈapːo dɪ radˈitʃe,tˈapa raˈiθ,tˈɐ̃mpɐ dɐ ʁɐˈiʃ,kapˈak rˌədətʃˈinə,ʁˈʔoðhεtə,kapyʃˈɔ̃ də- ʁasˈin,nasˈatka,ɟˈøkeːrʃɑpkɑ,kapˈaci rˈizas,rˈɔtkɑpːa
plants,root hairs,ɹˈuːt hˈɛɹz,vˈʊɐtsəlhˌɑːrə,ʋˈɔrtɛlhˌaːrən,kˈor̝enˌoveː vlˈaːski,pˈelɪ dˌelle radˈitʃɪ,pˈelos rˌaðikulˈaɾes,pˈelʊʒ ʁˌɐdikulˈaɾɨʃ,fˈiɾe de rˌədətʃˈinə,ʁˈʔoðhɒɒ,pwˈal də- la- ʁasˈin,vwɔɕɲˈiki,ɟˈøkeːrsøːrøk,trˈiçez rˈizas,rˈɔthoːr
plants,root tip,ɹˈuːt tˈɪp,vˈʊɐtsəlspˌɪtsə,ʋˈɔrtɛlpˌɵnt,kˈor̝enˌovaː ʃpˈitʃka,pˈunta dˌella radˈitʃe,pˈunta raˈiθ,pˈoŋtɐ dɐ ʁɐˈiʃ,vˈɨrful rˌədətʃˈiniɪ,ʁˈʔoðspʔes,pwˈɛ̃t də- la- ʁasˈin,kɔɲtsˈufka kɔʒˈɛɲʲa,ɟˈøkeːrtʃuːtʃ,ˈakri rˈizas,rˈɔtspɪs
plants,rootstock,ɹˈuːtstɑːk,ˌʊntɜlˈɑːɡə,ˈɔndərstˌɑm,pˈodnoʃ,portaɪnnˈɛsto,pˌoɾtaɪŋxˈeɾtos,pˈɔɾətɐˌeɪŋʃˈɛɾətʊ,pˌortaltˈoj,ɡʁˈɒnst?ɑmə,pˈɔʁtɡʁˈɛf,pɔtkwˈatka,ɟˈøkeːrzɛt,ˌipocˈimenˌo,ɡrˈʉnstɑmma
plants,sage brush,sˈeɪdʒ bɹˈʌʃ,zˈalbaɪbˌeːzən,sˌaːlibɔrstˈɛl,ʃˈalvjejˌoviː kˈartaːtʃ,spˈatsːola dɪ sˈalvia,θepˈiʎo ðe sˈalβja,piŋsˈɛl dɨ sˈɑlvɐ,pˈeɾje de sˈalvje,salʋˈiːbʔœɐ̯sdə,bʁusˈaj də- sˈoʒ,ʃtʃˈɔtka ʃawvʲˈɔva,ʒˈaːjɑ ˈɛtʃɛt,faskˈomilˌo vˈurtsa,sˈɑlviːˌeːbœrʃta
plants,sap,sˈæp,zˈɑːp,sˈɑp,sˈap,lˈinfa,sˈaβja,sˈeɪvɐ,sˈevə,sˈ?ɑft,sˈɛv,sˈɔk,ʃˈɑp,(en)sˈap(el),sˈɑft
plants,sapling,sˈæplɪŋ,bˈɔømçən,jˈɔŋə bˈoːmpjəs,strˈomki,alberˈɛllo,ˌaɾβolˈito,ʁˌebˈeɪŋtʊ,ˌarboɾˈet,ˈɒŋplandə,ʒˈøn ˈaʁbʁ,dʒˈɛfkɔ,fˈɑtʃɛmɛtɛ,ðenðrˈiʎo,ˈʉŋskuːɡ
plants,sea weed,sˈiː wˈiːd,zˈeːɡɾɑːs,zˈeːʋˌir,mˈor̝skiː plˈevel,erbˈatʃːa dɪ mˈare,ˈalɣas maɾˈinas,ˈɛɾəvɐ mˌɐɾˈiɲɐ,jˈarbə de mˈaɾe,hˈɑʔuɡʁˌ?as,ˈalɡ maʁˈin,xfˈast mˈɔrski,tˈɛnɡɛri ɡˈɑz,θalˈassja xˈorta,ʃˈœɡrɛs
plants,seed,sˈiːd,zˈɑːmən,zˈaːt,ˈosivo,sˈeme,semˈiʎa,sˌemˈeɪŋtɨ,semˈintse,fʁˈʔœ,səmˈɑ̃s,naɕˈɔna,vˈɛtøːmɑɡ,spˈori,frˈøː
plants,seed pod,sˈiːd pˈɑːd,zˈɑmənkˌapzəl,zaːdˈoːs,sˈemeniː lˈusk,batʃːˈɛllo del sˈeme,bˈaɪna,kˈapsulɐ dɨ sˌemˈeɪŋtɨʃ,pˈəstəɪ de semˈintse,fʁˈʔœkɑpsəl,ɡˈus də- səmˈɑ̃s,strˈɔŋk naɕˈɛnnɨ,mˈɑɡhyvɛj,lovˈos spˈoru,frˈøːkɑpsəl
plants,seedling,sˈiːdlɪŋ,zˈɛmlɪŋ,zˈaːjlɪŋ,sˈazeɲˌitse,pjantˈina,sˌemiʎˈeɾo,mˈudɐ,rəsˈad,fʁˈʔœplandə,səmˈi,sadʑˈɔŋka,tʃˈɛmɛtɛ,sporˈofitˌo,frˈœplɑnta
plants,sepal,sˈɛpəl,kˈɛlçblat,kˈɛlkblɑt,sˈepal,sepˈalo,sˈepalo,sˈɛpɐlɐ,sepˈal,bˈɛjʔʌblˌað,sepˈal,sˈɛpal,fˈɛllɛveːl,sˈepalˌo,sˈeːpal
plants,serrate leaf,sˈɛɹeɪt lˈiːf,ɡətsˈaktəs blˈat,ɣəzˈaːxt blˈɑt,vrˈoʊpkovˌaniː lˈist,fˈɔʎa seɡetːˈata,ˈoxa ðentˈaða,fˈoʎɐ sˌeʁiʎˈadɐ,frˈunzə seɾˈatə,sˈɑwt?ɑkəð blˈað,fˈœj dɑ̃tlˈe,lˈiʑdʑ zˌɔmpkɔvˈanɨ,fˈoɡɑzotː lˈɛveːl,ˌoðodotˈo fˈilo,tˈɑkːeːta blˈad
plants,shamrock,ʃˈæmɹɑːk,klˈeːblat,klˈaːvər,shˈamrotsk,trifˈɔʎo,tɾˈeβol,tɹˈevʊ,ʃamrˈokk,klˈœʋʔʌ,tʁˈɛfl,kˌɔɲitʃˈɨna,ʃhˈɑmrotsk,trifˈili,klˈøːvər
plants,shoot,ʃˈuːt,ʃˈiːsən,sxˈitən,str̝̊ˈiːlet,spaɾˈare,dispˈaɾa,filmˈaɹ,trˈadʒe,skˈyðə,tiʁˈe,stʃˈɛlatɕ,lˈøːni,pˌirovolˈun,ʃˈyːta
plants,shrub,ʃɹˈʌb,ʃtɾˈaʊx,strˈœyk,kˈer̝e,arbˈusto,aɾβˈusto,ˌɐɾəbˈuʃtʊ,tufˈiʃ,bˈʔusk,aʁbˈyst,kʃˈɛf,bˈokor,θˈamnos,bˈʉsk
plants,simple leaf,sˈɪmpəl lˈiːf,ˈaɪnfˌaxəs blˈat,eːnvˈʌʊdəx blˈɑt,jˈednodˌuxiː lˈist,fˈɔʎa sˈemplitʃe,ˈoxa sˈimple,fˈoʎɐ sˈimplɨʃ,frˈunzə sˈimplə,ˈεnkəlt blˈað,fˈœj sˈɛ̃pl,prˈɔstɨ lˈiɕtɕ,ˈɛɟsɛryː lˈɛveːl,aplˈo fˈilo,ˈɛŋkɛlt blˈad
plants,soil,sˈɔɪl,bˈoːdən,bˈoːdəm,pˈuːda,sʊˈɔlo,swˈelo,sˈɔlʊ,sˈol,jˈʔoɐ̯,sˈɔl,ɡlˈɛba,tˈɑlɑj,ˈeðafˌos,jˈɔr
plants,spine,spˈaɪn,vˈɪɾbəlzˌɔølə,ʋˈɛrvɛlkˌoːlɔm,pˈaːter̝,spˈina dorsˈale,kolˈumna βˌeɾteβɾˈal,kˌulˈunɐ vˌeɾətɨbɹˈɑl,kolˈɔanə vˌertebrˈalə,ʁˈʔœɡsʔʌjlə,kolˈɔn vɛʁtebʁˈal,krɛŋɡˈɔswup,ɡˈɛrints,spˌonðilicˈi stˈili,rˈyɡːrad
plants,spore,spˈɔːɹ,ʃpˈoːrən,spˈoːrə,spˈori,spˈɔra,espˈoɾa,ʃpˈɔɾʊ,spˈor,spˈoʔʌ,spˈɔʁ,zarˈɔdɲik,ʃpˈoːrɑ,spˈoriˌa,spˈuːra
plants,sprout,spɹˈaʊt,ʃpɾˈɔsən,sprˈœyt,klˈiːtʃki,dʒermˈoʎo,bɾˈote,bɹutˈaɹ,dʒˌerminˈatsje,spˈiʔʌ,ʒˈɛʁm,kʲˈɛwɛk,tʃˈiːraːzik,vlastˈari,spˈiːra
plants,stalk,stˈɔːk,ʃtˈiːl,stˈeːl,stˈonek,ɡˈambo,tˈaʎo,tˈalʊ,tulpˈinə,fʔʌfˈʔœljə,tˈiʒ,wɔdˈɨɡa,sˈaːr,mˈisxos,fˈɔrfœlɡa
plants,stamen,stˈeɪmɛn,ʃtˈaʊbɡeːfˌɛːsə,mˈeːldrˌaːdən,tˈitʃiŋki,stˈame,estˈambɾe,ʃtˈɐ̃mɨ,stamˈine,stˈʔœʋdʁɑwˌʔʌʔʌ,etamˈin,prˈɛɲtɕik,pˈorzoː,stˈimonˌes,stˈœvdraɡər
plants,stand,stˈænd,ʃtˈant,stˈɑnt,stˈojan,stˈand,stˈand,sˌupˈɔɾətɨ,stˈand,stˈɒ,sypˈɔʁ,stˈatɕ,ʃtˈɑnd,perˈipterˌo,stˈoː
plants,stem,stˈɛm,ʃtˈam,stˈɑm,kmˈen,stˈɛlo,tˈaʎo,kˈaʊlɨ,tulpˈinə,stˈ?ɑmə,tˈiʒ,wɔdˈɨɡa,sˈaːr,stˈelexˌos,stˈɪlk
plants,stigma,stˈɪɡmə,ʃtˈɪɡmɑː,stˈɪɣmaː,scˈiɡma,stˈiɡma,estˈiɡma,ʃtˈiɡmɐ,stiɡmˈat,stˈʔiɡma,stiɡmˈat,pʲˈɛntnɔ,ʃtˈiɡmɑ,stˈiɣma,stˈɪɡmɑ
plants,stipule,stˈɪpjuːl,ʃtˈiːpuːlə,stipˈylə,stˈipule,stˈipʊla,ˌestipˈule,ʃtˌipulɐsˈɐ̃ʊ̃,stipˈule,stˌʔipulˈʔeʌð,stipˈyl,varˈunɛk,ʃtˈipulɛ,(en)stˈɪpjuːl(el),stˈiːpʉːlˌatiːv
plants,stoma,stˈoʊmə,ʃtˈoːmɑː,stˈoːmaː,stˈomije,stˈɔma,estˈoma,ʃtˈomɐ,stˈoma,stʔomˈʔi,stomˈi,stˈɔmja,ʃtˈomɑ,stomˈia,stˈuːmiː
plants,style,stˈaɪl,ʃtˈiːl,stˈɛɪl,stˈil,stˈile,estˈilo,ʃtˈilʊ,stˈil,stˈʔel,stˈil,stˈɨl,ʃtˈiːluʃ,stˈil,stˈiːl
plants,succulents,sˈʌkjʊlənts,zˌʊkuːlˈɛntən,vɛtplˈɑntən,sˈukulˌenti,pjˈante ɡrˈasse,sˌukulˈɛntas,sˌukulˈeɪŋtɐʃ,sˌukulˈente,sˌɒkulˈεntʔʌ,plˈɑ̃t ɡʁˈas,sˌukulˈɛntɨ,sˈukːulɛnʃɛk,paçˈifitˌa,sˈʉkːʉːlˌɛntər
plants,sunlight,sˈʌnlaɪt,zˈɔnənlˌɪçt,zˈɔnlɪxt,slˈunetʃɲiː svjˈetlo,lˈutʃe solˈare,lˈuθ solˈaɾ,lˈuʃ sulˈaɹ,lumˈina sɔaɾˈeluɪ,sˈʔolʔys,lymjˈɛʁ dy- solˈɛj,ɕfʲˈatwɔ swɔnˈɛtʃnɛ,nˈɑpfeːɲ,fˈos tu ˈiʎu,sˈɔllyːs
plants,tap root,tˈæp ɹˈuːt,pfˈɑːlvʊɐtsəl,pˌɛnʋɔrtˈɛl,kˈuːloviː kˈor̝en,radˈitʃe a fitːˈone,raˈiθ pˌiβotˈante,ʁɐˈiz ˌɐksiˈɑl,rˌədətʃˈinə pˌivotˈantə,pˈɛləʁʔoð,ʁasˈin pivotˈɑ̃t,kˈɔʒɛɲ palˈɔvɨ,tʃˈɑpɟøkeːr,rˈiza vrˈisis,pˈɛːleːrˌuːt
plants,terminal bud,tˈɜːmɪnəl bˈʌd,ˈɛntknˌɔspə,ˈɛɪndknɔp,tˈerminˌaːlɲiː pˈupen,dʒˈɛmma terminˈale,ʝˈema tˌeɾminˈal,butˈɐ̃ʊ̃ tˌɨɾəminˈɑl,muɡˈuɾe tˌerminˈal,taɐ̯mˈinˈal knˈʔop,buʁʒˈɔ̃ tɛʁminˈal,pˈɔntʃɛk kɔɲtsˈɔvɨ,vˈeːɡbimboː,tˌermatikˈos ˌofθalmˈos,tˈarmiːnˌɑlknɔpː
plants,thorn,θˈɔːɹn,dˈɔɾnən,dˈɔːrn,tˈr̩n,spˈina,espˈina,ʃpˈiɲʊ,spˈin,tˈɒn,epˈin,tɕˈɛrɲ,tˈyʃkɛ,aŋɡˈaθi,tˈɔrn
plants,toothed,tˈuːθt,ɡətsˈɑːnt,ɣətˈɑnt,ˈozubˌeneː,dentˈato,dentˈaðo,dˌentˈadʊ,dintsˈatə,mεð tˈεnʔʌ,dɑ̃tˈe,zˌɔmpkɔvˈanɨ,fˈoɡɑzotː,ˌoðodotˈi,tˈɑnnət
plants,tree,tɹˈiː,bˈaʊm,bˈoːm,strˈom,ˈalbero,ˈaɾβol,ˈaɾəvuɾɨ,kopˈak,tʁˈε,ˈaʁbʁ,dʒˈɛvɔ,fˈɑ,ðˈedro,trˈeː
plants,tree fern,tɹˈiː fˈɜːn,bˈaʊmfaɾn,bˈoːmvaːrən,strˈomovaː kˈapraɟˌina,fˈeltʃe arborˈɛa,elˈetʃo ˌaɾβoɾesθˈɛnte,fˈɛtw ˌɐɾəbˈɔɾiʊ,feɾˈiɡə de kopˈak,tʁˈ?abɐ̯?ɑjnə,fuʒˈɛʁ aʁboʁɛsˈɑ̃t,pˈaprɔdʑ dʒɛvʲˈasta,pˈaːfraːɲfɛɲøː,ftˈeri,trˈɛbrɛŋna
plants,trunk,tɹˈʌŋk,kˈɔfɜrˌaʊm,kˈɔfər,kmˈen,trˈonko,mˌaletˈeɾo,tɹˈoŋkʊ,trˈunkʲ,kˈɒfʔʌt,kˈɔfʁ,baɡˈaʒɲik,tˈørʒ,kormˈos,bˈaɡɑʃˌeːrɔmmət
plants,tuber,tˈuːbɚ,knˈɔlə,knˈɔl,hlˈiːzi,tˈubero,tuβˈeɾkulo,tˌubˈɛɾəkulʊ,tubˈerkul,knˈʔʌl,tybɛʁkˈyl,bˈulva,ɡˈumoː,kˈonðilˌos,knˈɔl
plants,tumbleweeds,tˈʌmbəlwˌiːdz,tˈʊmbleːvˌeːts,tˈɵmbləʋˌeːts,tˈumblevˌeets,ˈɛrbe tʊmʊltʊˈoze,plˈantas rˌoðaðˈoɾas,ˈɛɾəvɐʒ dɐnˈiɲɐʃ,tˌumbleweˈeds,tˈɒmblewˌiːðs,le-z ˈɛʁb fˈɔl,tˌumblɛvˈɛɛts,tˈumblɛvɛɛdʃ,(en)tˈʌmbəlwˌiːdz(el),tˈʉmbleːvˌeːɛds
plants,twig,twˈɪɡ,tsvˈaɪk,tʋˈɛɪx,vjˈetvitʃka,ramoʃˈɛllo,ramˈita,ɡˈaʎʊ,rˌəmuɾˈikə,kʋˈʔest,bʁɛ̃dˈij,ɡawˈɔ̃ska,ɡˈɑjj,klaðˈi,kvˈɪst
plants,understory,ˌʌndɚstˈɔːɹi,ˌʊntɜvˈʊxs,ˈɔndərhˌʌʊt,pˈodrost,sotːobˈɔsko,sˌotoβˈoske,sˈubbˈɔʃkɨ,subsˈol,ˈɒnʔʌskˌɔw,suzetˈaʒ,pˈɔtʃɨt,ˈɑʎjnøveːɲzɛt,ipˈorofˌos,ˈʉnnarvˌeːɡeːtˌɑʃuːn
plants,undulate leaf margin,ˈʌndʒuːlˌeɪt lˈiːf mˈɑːɹdʒɪn,ɡəvˈɛltɜ blˈatɾant,ɣˈɔlvəndə blˈɑdrɑnt,zvˈl̩ɲeniː ˈokraj lˈistu,mˈardʒine foʎˈare ondʊlˈato,mˈaɾxen foljˈaɾ ˌondulˈaðo,mˈaɾəʒeɪŋ fˌuliˈaɹ ˌuŋdulˈadɐ,mˈardʒinˌe ˌondulˈatə a frˈunzeɪ,bˈʔœljəð blˈaðʁ?ɑn,bˈɔʁ də- la- fˈœj ɔ̃dylˈe,pˌɔfawdɔvˈanɨ bʒˈɛk lˈiɕtɕa,hˈullaːmoʃ lˈɛveːlsɛɡeːj,cˌimatˌoiðˈes pˌeriθˈoriˌo fˈilu,bˈœlɡət blˈɑdkɑnt
plants,vascular plant,vˈæskjʊlɚ plˈænt,ɡəfˈɛspflantsə,vaːtplˈɑnt,tsˈeːvnateː rˈostlini,pjˈanta vaskolˈare,plˈanta βˌaskulˈaɾ,plˈɐ̃ŋtɐ vˌɐʃkulˈaɹ,plˈantə vˌaskulˈaɾə,kˈɑplandə,plˈɑ̃t vaskylˈɛʁ,rɔɕlˈina nˌatʃɨɲʲˈɔva,ˈeːrøː nˈøveːɲ,aŋɡçˈoðes fitˈo,kˈɑrplɑnta
plants,vegetable,vˈɛdʒɪɾəbəl,ɡəmˈyːzə,ɣrˈuntə,zˈeleɲˌina,vedʒetˈale,beɾðˈuɾas,vˌeʒɨtˈɑl,leɡˈume,ɡʁˈʔœntsaj,leɡˈym,vaʒˈɨvɔ,zˈøltʃeːɡ,lˌaxanikˈa,ɡrˈœnsak
plants,vegetation,vˌɛdʒɪtˈeɪʃən,vˌeːɡeːtatsjˈoːn,vˌeːɣətˈaːtsi,vˈeɡetˌatse,vedʒetatsiˈone,bˌexetaθjˈon,vˌeʒɨtɐsˈɐ̃ʊ̃,vˌedʒetˈatsje,ʋˌeɡʔetaʃˈʔon,veʒetasjˈɔ̃,rɔɕlˈinnɔɕtɕ,nˈøveːɲzɛt,vlˈastisˌi,vˈeːɡeːtˌɑʃuːn
plants,vein,vˈeɪn,vˈeːnən,ˈaːdər,ʒˈiːli,vˈena,bˈena,vˈeɪɐ,vˈenə,ˈɒɒ,vˈɛn,ʒˈɨwa,vˈeːnɑ,flˈeva,vˈeːna
plants,venation,vɛnˈeɪʃən,vˌeːnatsjˈoːn,veːnˈaːtsi,vˈenacˌion,venatsiˈone,bˌenaθjˈon,vˌenɐsˈɐ̃ʊ̃,venˈatsje,ʋˈʔenaʃˌʔon,venʁˈi,vɛnˈatsja,vˈɛnɑtion,(en)vɛnˈeɪʃən(el),vˈeːnɑʃˌuːn
plants,vine,vˈaɪn,vˈaɪnstɔk,ʋˈɛɪnstɔk,vˈinaː rˈeːva,vˈite,bˈid,vˌidˈeɪɾɐ,vˈitsə de vˈie,ʋˈʔinʁ?ɑnkə,vˈiɲ,vinˈɔrɔɕl,sˈøːløː,abˈelu,vˈɪnrɑŋka
plants,weed,wˈiːd,ˈʊnkɾˌaʊt,ɔnkrˈœyt,plˈevel,ˈɛrba,mˈalas jˈeɾβas,ˈɛɾəvɐ dɐnˈiɲɐ,buɾwjˈanə,ˈʔukʁʔut,advɑ̃tˈis,xfˈast,ɟˈom,zizˈaɲo,ˈʉɡrɛs
plants,whorled,wˈɔːɹld,vˈɪɾbəlstˌʊɐm,ɣəvlˈɔxtən,fhˈorlet,vertikˈalɪ,en ˌespiɾˈal,ʃpˌiɾɐlˈadʊ,spˌiɾalˈat,ʋˈʔiɐ̯ʋləð,vɛʁtisijˈe,ˌɔkuwkˈɔvɨ,vhˈorlɛd,spˌiroiðˈis,vˈɪrvlət
plants,wood,wˈʊd,hˈɔlts,hˈʌʊt,dr̝ˈevo,lˈeɲɲo,maðˈeɾa,mˌɐdˈeɪɾɐ,lˈemn,tʁˈε,bwˈa,drˈɛvnɔ,fˈɑ,ksˈilo,trˈeː
plants,woody,wˈʊdi,vˈoːdiː,hˈʌʊtɑxtəx,vˈoodi,leɲˈozo,woˈoði,lˌeɲˈozʊ,lemnˈɔasə,tʁˈε?ɑɡtˌʔi,bwazˈe,dʒˈɛvnɨ,vˈoodi,(en)wˈʊdi(el),trˈeːɑktˌɪ
plants,xerophyte,zˈiəɹəfˌaɪt,ksˈeːroːfˌyːt,ksˈɪːroːfˌɪt,ksˈerofit,kserofˈita,seɾˈofito,ʃˌeɾˈɔfitʊ,ksˌeɾofˈit,sˈʔeʁʔofˌʔyt,ɡzeʁofˈit,ksɛrˈɔfit,ksˈɛrofitɑ,ksˌirofˈiton,sˈeːruːfˌytː
plants,xylem,zˈaɪləm,ksˈyːləm,ksilˈeːm,ksˈileːm,ksilˈɛma,silˈema,ʃˌilˈemɐ,ksilˈem,sˈylεm,ɡzilˈɛm,ksˈɨlɛm,ksˈileːmɑ,ksˈilomˌa,sˈyːləm
plants,yucca,jˈʌkə,jˈʊkɑː,jˈɵkkaː,ˈiutstsa,jˈukːa,ʝˈuka,mˌɐ̃ŋdiˈɔkɐ,jˈukka,jˈʔuka,jykˈa,jˈuka,jˈutsːɑ,(en)jˈʌkə(el),ˈyːʉkːˌɑ
restaurant,ambience,ˈæmbiəns,ˌambɪˈɛntə,sfˈɪːr,prˈostr̝̊eɟiː,ambiˈɛnte,ambjˈɛnte,ˌɐ̃mbiˈeɪŋtɨ,ambjˈantsə,ˌatmʔosfˈɛːʔʌ,ɑ̃bjˈɑ̃s,ˌatmɔsfˈɛra,hˈɑnɡulɑt,atmˈosferˌa,ˈɑtmɔsfˌaːra
restaurant,appetizer,ˈæpɪtˌaɪzɚ,fˈoːɾʃpˌaɪzə,vˈɔːrɣɪːrˌɛxt,pr̝̊ˈetkr̩m,antipˈasto,ˌapeɾitˈiβo,ˌɐpɨɾitˈivʊ,ˌapeɾitˈiv,fˈɒɒʁat,apeʁitˈif,pʃɨstˈafka,ˈɛløːeːtɛl,ˌorektikˈo,fˈɔrrɛtː
restaurant,apron,ˈeɪpɹən,ʃˈʏɾtsə,sxˈɔrt,zˈaːscera,ɡrembɪˈule,dˌelantˈal,ˌɐveɪŋtˈɑl,ʃˈorts,fˈɒɒklɛðə,tabliˈe,fˈartux,kˈøteːɲ,pˌoðiˈa,fˈɔrkla
restaurant,bartender,bˈɑːɹtɛndɚ,bˈaɾkeːpɜ,bˈɑrmɑn,bˈarman,barˈista,kˌamaɾˈeɾo,ˌeɪmpɹɨɡˈadʊ dɨ bˈaɹ,bˈarman,bˈɑtεndˌʔʌ,baʁmˈɑ̃,bˈarman,pˈultoʃ,bˈarman,bˈɑrtɛnnər
restaurant,beef,bˈiːf,rˈɪntflaɪʃ,rɵndvlˈeːs,hˈovjeziː mˈaso,mˈandzo,teɾnˈeɾa,kˈaɾənɨ dɨ vˈakɐ,kˈarne de vˈitə,ˈʔʌksəkʔœð,bˈœf,vˌɔwɔvˈina,mˈɑrhɑhuːʃ,vˈoiˌo krˈeas,bˈɪff
restaurant,beverage,bˈɛvɚɹɪdʒ,ɡətɾˈɛŋk,drˈɑŋk,nˈaːpoje,bevˈanda,beβˈiða,bˌebˈidɐ,bˌəutˈuɾə,dʁˈʔekəʋɑˌɑ,bwasˈɔ̃,nˈapuj,ˈitɑl,potˈo,drˈɪkːa
restaurant,bill,bˈɪl,rˈɛçnʊŋ,bˈɪl,bˈil,dizˈeɲɲo dɪ lˈedʒːe,bˈiʎ,fˌɐtˈuɾɐ,faktˈuɾə,ʁˈ?ɑjnʔeŋ,faktˈyʁ,raxˈunɛk,bˈill,(en)bˈɪl(el),rˈɛŋnɪŋ
restaurant,bistro,bˈiːstɹoʊ,bˈɪstɾoː,bˈɪstroː,bˈistro,bˈistrot,bˈistɾo,biʃtɹˈo,bˈistro,bʔistʁˈo,bistʁˈo,bʲˈistrɔ,bˈiʃtro,(en)bˈiːstɹəʊ(el),bˈɪstruː
restaurant,boiled,bˈɔɪld,ɡəkˈɔxt,ɣəkˈoːkt,vˈar̝eneː,bollˈito,eɾβˈiðo,kˌuzˈidʊ,fjˈert,kˈʔʌɡt,bujˈi,ɡˌɔtɔvˈanɨ,fˈøːtː,vrasmˈeno,kˈɔkt
restaurant,bon apptit,bˈɑːn ˈæptɪt,ɡˈuːtən ˌapeːtˈɪt,bˈɔn ˈɑptɪt,bˈon ˈappcit,bwˌɔn apːetˈito,bwˈem pɾoβˈetʃo,bˈoŋ ˌɐpɨtˈitɨ,bˈon aptˈit,ɡˈoð ?ɑbətˈʔit,bˈɔ̃n aptˈi,bˈɔn ˈapptʲit,bˈon ˈɑptit,kalˈi sas ˈoreksˌi,ɡˈuːd ˈɑpːeːtˌɪtː
restaurant,bowl,bˈoʊl,ʃˈɑːlə,kˈɔm,mˈiːsa,tʃˈɔtola,kwˈɛnko,tˌiʒˈɛlɐ,kastrˈon,skˈɒl,kyvˈɛt,mˈiska,tˈaːl,bˈol,skˈoːl
restaurant,braised,bɹˈeɪzd,ɡəʃmˈɔɾt,ɣəsmˈɔːrdə,dˈuʃeneː,brazˈato,ˌestofˈaðo,ʁˌefuɡˈadʊ,ˌɨnəbuʃˈit,bɐ̯εsˈʔeʌð,bʁɛzˈe,duʃˈɔnɨ,pˈaːrolt,kˌocinistˈo,brˈɑɪsart
restaurant,bread,bɹˈɛd,bɾˈoːt,brˈoːt,xlˈeːp,pˈane,pˈan,pˈɐ̃ʊ̃,pˈyɪne,bɐ̯ˈʔœð,pˈɛ̃,xlˈɛp,kˈɛɲeːr,psomˈi,brˈøːd
restaurant,breakfast,bɹˈɛkfəst,frˈyːʃtʏk,ɔntbˈɛɪt,sɲˈiːdaɲe,kolatsiˈone,dˌesaʝˈuno,pˌekˈenʊˌɑlmˈosʊ,mˈikul deʒˈun,mˈɒɒənmˌað,pətˈi deʒønˈe,ɕɲʲadˈaɲʲɛ,rˈɛɡːɛli,prˌoinˈo,frˈuːkʊst
restaurant,brunch,bɹˈʌntʃ,bɾˈʊnç,brˈɵnʃ,brˈunx,brˈuntʃ,bɾˈuntʃ,bɹˈũŋʃ,brˈunk,bɐ̯ˈʌnʃ,(en)bɹˈʌntʃ(fr),brˈunx,vˈillaːʃrɛɡːɛli,(en)bɹˈʌntʃ(el),brˈʉnʃ
restaurant,butter,bˈʌɾɚ,bˈʊtɜ,bˈoːtər,mˈaːslo,bˈurɾo,mˌantekˈiʎa,mˌɐ̃ŋtˈeɪɡɐ,ˈunt,smˈʔœɐ̯,bˈœʁ,mˈaswɔ,vˈɑj,vˈutirˌo,smˈøːr
restaurant,cafe,kˈæfeɪ,kˈɑːfə,kaːfˈeː,kˈavaːrna,kaffˈɛ,kafˈe,kɐfˈɛ,kafˈenea,kafˈʔe,kafˈe,kavʲˈarɲʲa,tsˈɑfɛ,(en)kˈafeɪ(el),kafˈeː
